org_study_id,nct_id,brief_title,official_title,overall_status,start_date,completion_date.text,completion_date..attrs,completion_date_type,lead_sponsor/agency,overall_official.last_name,overall_official.role,overall_official.affiliation,phase,study_type,enrollment.text,enrollment..attrs,primary_condition,primary_outcome,eligibility.gender,eligibility.minimum_age,eligibility.maximum_age,eligibility.healthy_volunteers,sponsors.lead_sponsor.agency,sponsors.lead_sponsor.agency_class,date_disclaimer,completion_date,overall_official.last_name.1,overall_official.role.1,overall_official.affiliation.1,enrollment,primary_outcome.measure,primary_outcome.measure.1,sponsors.collaborator.agency,sponsors.collaborator.agency_class,sponsors.collaborator.agency.1,sponsors.collaborator.agency_class.1,name,primary_outcome.time_frame,primary_outcome.time_frame.1,primary_outcome.measure.2,sponsors.collaborator.agency.2,sponsors.collaborator.agency_class.2,primary_outcome.measure.3,primary_outcome.measure.4,primary_outcome.measure.5,sponsors.collaborator.agency.3,sponsors.collaborator.agency_class.3,sponsors.collaborator.agency.4,sponsors.collaborator.agency_class.4,primary_outcome.description,overall_official.last_name.2,overall_official.role.2,overall_official.affiliation.2,overall_official.last_name.3,overall_official.role.3,overall_official.affiliation.3,primary_outcome.measure.6,primary_outcome.measure.7,measure,eligibility.sampling_method,eligibility.textblock.1,overall_official.last_name.4,overall_official.role.4,overall_official.affiliation.4,primary_outcome.description.1,primary_outcome.time_frame.2,primary_outcome.description.2,primary_outcome.time_frame.3,primary_outcome.description.3,start_date.text,start_date..attrs,primary_outcome.time_frame.4,primary_outcome.description.4,primary_outcome.time_frame.5,primary_outcome.description.5,primary_outcome.time_frame.6,primary_outcome.description.6,primary_outcome.time_frame.7,primary_outcome.description.7,primary_outcome.measure.8,primary_outcome.time_frame.8,primary_outcome.description.8,primary_outcome.measure.9,primary_outcome.time_frame.9,primary_outcome.description.9,primary_outcome.measure.10,primary_outcome.time_frame.10,primary_outcome.description.10,primary_outcome.measure.11,primary_outcome.time_frame.11,primary_outcome.description.11,sponsors.collaborator.agency.5,sponsors.collaborator.agency_class.5,sponsors.collaborator.agency.6,sponsors.collaborator.agency_class.6,overall_official.last_name.5,overall_official.role.5,overall_official.affiliation.5,overall_official.last_name.6,overall_official.role.6,overall_official.affiliation.6,overall_official.last_name.7,overall_official.role.7,overall_official.affiliation.7,overall_official.last_name.8,overall_official.role.8,overall_official.affiliation.8,sponsors.collaborator.agency.7,sponsors.collaborator.agency_class.7,sponsors.collaborator.agency.8,sponsors.collaborator.agency_class.8,sponsors.collaborator.agency.9,sponsors.collaborator.agency_class.9,sponsors.collaborator.agency.10,sponsors.collaborator.agency_class.10,sponsors.collaborator.agency.11,sponsors.collaborator.agency_class.11,address.city,primary_outcome.measure.12,primary_outcome.time_frame.12,eligibility.gender_based,eligibility.gender_description,overall_official.last_name.9,overall_official.role.9,overall_official.affiliation.9
QP15C11,NCT02573857,A Study to Characterise the Antimalarial and Transmission Blocking Activity of a Single Dose of DSM265 or OZ439 in Healthy Subjects With Induced Blood Stage Plasmodium Falciparum or Plasmodium Vivax Infection,A Phase Ib Study to Characterise the Antimalarial and Transmission Blocking Activity of a Single Dose of DSM265 or OZ439 in Healthy Subjects With Induced Blood Stage Plasmodium Falciparum or Plasmodium Vivax Infection,Terminated,October 2015,May 2016,Actual,Actual,Medicines for Malaria Venture,"James McCarthy, Prof",Principal Investigator,Q-Pharm Pty Limited,Phase 1/Phase 2,Interventional,16,Actual,Malaria,NA,All,18 Years,55 Years,Accepts Healthy Volunteers,Medicines for Malaria Venture,Other,"ClinicalTrials.gov processed this data on July 26, 2017",NA,NA,NA,NA,NA,Efficacy (PRR) of DSM265 or OZ439,Efficacy of OZ439 on P. vivax,Clinical Network Services (CNS) Pty Ltd,Industry,Q-Pharm Pty Limited,Industry,Q-Pharm Clinics,From Drug administration up to day 28 (+/-3 days) following inoculum,From Drug administration up to day 28 (+/-3 days) following inoculum,"Safety of DSM265 or OZ439 - AE, laboratory assessment, ECG, vital signs",Queensland Institute of Medical Research,Other,NA,NA,NA,NA,NA,NA,NA,Efficacy of a single 400 mg dose of DSM265 or a 200mg dose of OZ439. The primary efficacy variable is parasite reduction ratio (PRR) of asexual parasites based on qPCR analysis of blood level parasitemia pre-dose and following administration of study drug.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,To establish the minimum effective OZ439 dose required to achieve P. vivax parasite clearance from the blood of healthy participants.,From challenge inoculum (day 0) up to day 28 (+/-3 days),"Assessement of Adverse Events (AE) (unexpected toxicities, adverse events encountered during or after investigational drug administration), safety laboratory parameters, ECGs and vital signs throughout the study.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BMGF2b,NCT02098590,Chemoprophylaxis and Plasmodium Falciparum NF54 Sporozoite Immunization Challenged by Heterologous Infection,Chemoprophylaxis and Plasmodium Falciparum NF54 Sporozoite Immunization Challenged by Heterologous Infection,Completed,October 2014,November 2015,Actual,Actual,Radboud University,"Robert W Sauerwein, Prof",Principal Investigator,Radboud University,N/A,Interventional,40,Actual,Malaria,NA,All,18 Years,35 Years,Accepts Healthy Volunteers,Radboud University,Other,"ClinicalTrials.gov processed this data on July 26, 2017",NA,NA,NA,NA,NA,Parasitemia,NA,Bill and Melinda Gates Foundation,Other,NA,NA,Radboud university medical center,day 1 - 28 after malaria challenge infection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The effectiveness of CPS-immunization with NF54 sporozoites to protect against malaria challenge infection with heterologous NF135.C10 or NF166.C8 sporozoites will be determined by the time to parasitemia in immunized versus non-immunized volunteers after the challenge infection.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FY15-G04-6990,NCT02926625,Universal Versus Conditional Three-day Follow-up Visit for Children With Unclassified Fever,Universal Versus Conditional Three-day Follow-up Visit for Children With Unclassified Fever at the Community Level: A Study to be Conducted in Ethiopia,Enrolling by invitation,November 2015,April 2017,Anticipated,Anticipated,Malaria Consortium,"Karin Kallander, MSc, PhD",Principal Investigator,Malaria Consortium,Phase 4,Interventional,4284,Anticipated,Fever,NA,All,2 Months,59 Months,No,Malaria Consortium,Other,"ClinicalTrials.gov processed this data on July 26, 2017",NA,NA,NA,NA,NA,Treatment failure,NA,Karolinska Institutet,Other,Centers for Disease Control and Prevention,U.S. Fed,Ethiopia,Day 7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Proportion of children with non-severe febrile illness who, after initial evaluation by a HEW using iCCM algorithm, are not treated for malaria, pneumonia, or diarrhea and who subsequently decline clinically (defined as death, hospitalization, or the development of one or more danger signs).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sevuparin/DF02_TSM02,NCT01442168,Sevuparin/DF02 as an Adjunctive Therapy in Subjects Affected With Uncomplicated Falciparum Malaria,"A Phase I/II, Randomized, Open Label, Active Control, Parallel Assignment, Safety/Efficacy Study of Sevuparin/DF02, as an Adjunctive Therapy in Subjects Affected With Uncomplicated Falciparum Malaria",Terminated,September 2011,January 2014,Actual,Actual,Modus Therapeutics AB,"Anna Leitgeb, PhD",Study Director,Modus Therapeutics AB,Phase 1/Phase 2,Interventional,53,Actual,"Malaria, Falciparum",NA,All,18 Years,65 Years,No,Modus Therapeutics AB,Industry,"ClinicalTrials.gov processed this data on July 26, 2017",NA,NA,NA,NA,NA,Dose limiting toxicities according to specified criteria,Area under the curve of late stage peripheral blood parasitemia over time (Part 2).,University of Oxford,Other,NA,NA,NA,During treatment and 14 days post treatment follow-up.,72 hours,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEN11.16,NCT01449045,Trial of Malaria Seasonal IPTc Combined With Community Case Management,"Cluster Randomized Trial of Malaria Seasonal IPTc Combined With Community Case Management in Saraya District, SE Senegal",Completed,July 2011,February 2012,Actual,Actual,"Cheikh Anta Diop University, Senegal","Oumar Gaye, PhD",Study Director,"Cheikh Anta Diop University, Senegal",Phase 3,Interventional,4554,Actual,Malaria,NA,All,3 Months,10 Years,Accepts Healthy Volunteers,"Cheikh Anta Diop University, Senegal",Other,"ClinicalTrials.gov processed this data on July 26, 2017",NA,"Paul Milligan, PhD",Study Chair,London School of Hygiene and Tropical Medicine,NA,Number of children under 10 years of age with clinical malaria,NA,London School of Hygiene and Tropical Medicine,Other,NA,NA,University Cheikh Anta Diop,up to 24 weeks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,children under 10 years age presenting symptoms of malaria with fever (or history of fever in the previous 48 hours) with a positive Rapid Diagnostic Test or positive blood slides,"Badara Cisse, PhD",Study Chair,"Cheikh Anta Diop University, Senegal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ITMP0308,NCT00852423,Safe and Efficacious Artemisinin-based Combination Treatments for African Pregnant Women With Malaria,Safe and Efficacious Artemisinin-based Combination Treatments for African Pregnant Women With Malaria,Completed,June 2010,April 2015,Actual,Actual,"Institute of Tropical Medicine, Belgium","Umberto D'Alessandro, MD",Study Chair,Institute Tropical Medicine Belgium and MRC Unit in The Gambia,Phase 3,Interventional,3428,Actual,Malaria in Pregnancy,NA,Female,15 Years,N/A,No,"Institute of Tropical Medicine, Belgium",Other,"ClinicalTrials.gov processed this data on July 26, 2017",NA,"Tinto Halidou, PharmD",Principal Investigator,Centre Muraz,NA,Treatment Failure (PCR adjusted),Safety profiles including significant changes in relevant laboratory values,"National Institute for Medical Research, Tanzania",Other,Kwame Nkrumah University of Science and Technology,Other,NA,Day 63,Until delivery,NA,Centre Muraz,Other,NA,NA,NA,University of Malawi College of Medicine,Other,"Tropical Diseases Research Centre, Zambia",Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Institute of Tropical Medicine(KIT), Amsterdam",Other,Liverpool School of Tropical Medicine,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BACHMI-01,NCT01771848,Optimization of Controlled Human Malarial Infection by Injection of P. Falciparum Sporozoites in Non-Immune Adults,A Study to Optimize Controlled Human Malarial Infection by Injection of Plasmodium Falciparum Sporozoites in Non-Immune Adults,Completed,December 2012,July 2013,Actual,Actual,Sanaria Inc.,"Pedro L Alonso, MD, Ph.D.",Principal Investigator,"Barcelona Centre for International Health Research (CRESIB), Hospital Clínic-Universitat de Barcelona",Phase 1,Interventional,36,Actual,Malaria,NA,All,18 Years,45 Years,Accepts Healthy Volunteers,Sanaria Inc.,Industry,"ClinicalTrials.gov processed this data on July 26, 2017",NA,NA,NA,NA,NA,Infectivity of the administration regimens,NA,Barcelona Centre for International Health Research,Other,NA,NA,NA,Study day 6 to day 90 post challenge,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,For each trial stage (A and B) the infectivity of the three administration regimens will be assessed by thick film microscopy and q-PCR for P. falciparum DNA. The time from parasite inoculation to first detection of blood stage parasitemia will be assessed by thick blood film microscopy.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115055,NCT02374450,"A Surveillance Study of Diseases Specified as Adverse Events of Special Interest, of Other Adverse Events Leading to Hospitalisation or Death, and of Meningitis in Children in Africa Prior to Implementation of the RTS,S/AS01E Candidate Vaccine","A Prospective Study to Estimate the Incidence of Diseases Specified as Adverse Events of Special Interest, of Other Adverse Events Leading to Hospitalisation or Death, and of Meningitis in Infants and Young Children in Sub-Saharan Africa Prior to Implementation of the RTS,S/AS01E Candidate Vaccine",Recruiting,NA,"May 30, 2022",Anticipated,Anticipated,GlaxoSmithKline,GSK Clinical Trials,Study Director,GlaxoSmithKline,N/A,Interventional,47074,Anticipated,Malaria,NA,All,N/A,5 Years,Accepts Healthy Volunteers,GlaxoSmithKline,Industry,"ClinicalTrials.gov processed this data on July 26, 2017",NA,NA,NA,NA,NA,Occurrence of AESI,Occurrence of other AE leading to hospitalisation or death,AMP (Agency Preventive Medicine),Other,"Quintiles, Inc.",Industry,NA,Enrolled children will be followed up through home visits for a total period of 44 months.,Day 0 to Month 44,Occurrence of aetiology confirmed meningitis,RAFT (Francophone Africa Network for Telemedicine),Other,NA,NA,NA,The PATH Malaria Vaccine Initiative (MVI),Other,NA,NA,"Acute Disseminated Encephalomyelitis (ADEM), encephalitis, Guillain Barré Syndrome, hypotonic-hyporesponsive episode, generalised convulsive seizure. Intussusception, hepatic insufficiency, renal insufficiency. Intussusception, hepatic insufficiency, renal insufficiency. Juvenile chronic arthritis, Stephen-Johnson syndrome/toxic epidermal necrolysis, Henoch-Schonlein purpura, Kawasaki disease. Diabetes mellitus type I, thrombocytopenia, anaphylaxis.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AEs were assessed in children <5 years old, included in active or enhanced hospitalisation surveillance, prior to implementation of RTS,S/AS01E.",Day 0 to Month 44,"Aetiology confirmed meningitis was assessed in children <5 years old, included in active or enhanced hospitalisation surveillance, prior to implementation of RTS,S/AS01E.",NA,NA,"October 5, 2015",Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TPS_210_202_01033/01034/01035,NCT01456858,Insecticide Treated Polyethylene Sheeting for Prevention of Malaria in Emergencies,Insecticide Treated Polyethylene Sheeting for Prevention of Malaria in Emergencies: an Observational Cohort Study in a Refugee Setting in Sierra Leone,Completed,December 2003,July 2004,Actual,Actual,The Mentor Initiative,"Matthew R Burns, BSc MSc PhD viva pending",Principal Investigator,Wageningen University,Phase 3,Interventional,222,Actual,Malaria,NA,All,4 Months,36 Months,Accepts Healthy Volunteers,The Mentor Initiative,Other,"ClinicalTrials.gov processed this data on July 26, 2017",NA,NA,NA,NA,NA,Malaria Incidence,NA,ECHO,Other,UNHCR Country Office Freetown,Other,The Mentor Initiative,8 months,NA,NA,World Health Organization,Other,NA,NA,NA,Wageningen University,Other,London School of Hygiene and Tropical Medicine,Other,"The primary outcome was the malaria incidence rate between children in each study arm (ITPS V's UPS) in each refugee camp. Between Dec 2003 and July 2004, daily monitoring of children in both camps was conducted from health screening points. Any child presenting with fever or reported fever in the last 24 hours was administered a clinical questionnaire based on the Integrated Management of Childhood Illness (IMCI), after which a RDT was taken to confirm malaria positivity. Malaria incidence rate was estimated as the total number of malaria episodes per person year over the course of the trial.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Malaria Control Programme Sierra Leone,Other,Institut de Recherche pour le Developpement,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC-003,NCT01500980,Malaria Challenge in Healthy Volunteers,Infection-Treatment-Vaccination for Plasmodium Falciparum,Completed,December 2011,November 2012,Actual,Actual,Seattle Biomedical Research Institute,"Sara Healy, M.D. MPH",Principal Investigator,Seattle Biomedical Research Institution,Phase 1,Interventional,36,Actual,Malaria,NA,All,18 Years,50 Years,Accepts Healthy Volunteers,Seattle Biomedical Research Institute,Other,"ClinicalTrials.gov processed this data on July 26, 2017",NA,NA,NA,NA,NA,Microscopic evaluation of peripheral blood smears,qRT-PCR,NA,NA,NA,NA,Seattle Biomedical Research Institute's Malaria Clinical Trials Center,Up to 182 days,Up to 182 days,Number of subjects with adverse events,NA,NA,NA,NA,NA,NA,NA,NA,NA,Detection for evidence of patent parasitemia and time to parasitemia following challenge with homologous P. falciparum sporozoites in subjects with confirmed exposure to P. falciparum sporozoites and early liver stage parasites only,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,qRT-PCR evaluation for detection of subpatent parasitemia following a single episode of ITV,up to 182 days,Occurrence of solicited and unsolicited adverse events (AEs) and serious adverse events (SAEs) during the study period,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LihirMC,NCT02605720,Cardiac Safety of Repeated Doses of Dihydroartemisinin-Piperaquine for the Use in Mass Treatment Campaigns,Electrocardiographic Safety Evaluation of Monthly Dihydroartemisinin-Piperaquine for the Use in Mass Treatment Campaigns to Block Malaria Transmission,Completed,September 2015,February 2016,Actual,Actual,Lihir Medical Centre,NA,NA,NA,Phase 3,Interventional,78,Actual,Malaria,NA,All,3 Years,49 Years,Accepts Healthy Volunteers,Lihir Medical Centre,Other,"ClinicalTrials.gov processed this data on July 26, 2017",NA,NA,NA,NA,NA,Change in QTcF interval (Fridericia's correction QT interval) after study drugs administration compared to baseline,Plasma piperaquine concentrations after study drugs,Walter and Eliza Hall Institute of Medical Research,Other,Papua New Guinea Institute of Medical Research,Other,Lihir medical Centre,Day 58,Day 58,NA,Barcelona Institute for Global Health,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UniHD007,NCT02696928,Methylene Blue Against Vivax Malaria in Ethiopia,Feasibility of Methylene Blue-based Combination Therapy in the Radical Treatment of Adult Patients With Plasmodium Vivax Malaria in Ethiopia: a Randomised Controlled Pilot Trial,Not yet recruiting,April 2016,January 2018,Anticipated,Anticipated,Heidelberg University,"Olaf Müller, Prof. Dr.",Principal Investigator,Heidelberg University,Phase 2,Interventional,99,Anticipated,Vivax Malaria,NA,All,18 Years,N/A,No,Heidelberg University,Other,"ClinicalTrials.gov processed this data on July 26, 2017",NA,NA,NA,NA,NA,Study feasibility,NA,Ludwig-Maximilians - University of Munich,Other,Jimma University,Other,NA,180 days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Patient recruitment rates,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCOA566A2424,NCT01228344,Surveillance of Effectiveness/Safety of Artemether-lumefantrine in Patients With Malaria,Surveillance for the Effectiveness and Safety of Artemether-lumefantrine in Pediatric and Adult Patients With Malaria,Completed,NA,"September 30, 2015",Actual,Actual,Novartis Pharmaceuticals,Novartis Pharmaceuticals,Study Director,Novartis Pharmaceuticals,N/A,Observational,324,Actual,Malaria,NA,All,N/A,N/A,No,Novartis Pharmaceuticals,Industry,"ClinicalTrials.gov processed this data on July 26, 2017",NA,NA,NA,NA,NA,Effectiveness: Resolution of clinical signs and symptoms after artemether-lumefantrine treatment start,NA,Centers for Disease Control and Prevention,U.S. Fed,NA,NA,"Centers for Disease Control and Prevention,GA",4 weeks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non-Probability Sample,"
        Inclusion Criteria:

          -  Any male or female infant, child or adult patient diagnosed with malaria who received
             artemether-lumefantrine and was reported to the CDC. Malaria may be clinically
             suspected or confirmed (microscopically, and/or by polymerase chain reaction [PCR],
             and/or rapid diagnostic test [RDT]).

        Exclusion Criteria:
      ",NA,NA,NA,NA,NA,NA,NA,NA,"May 1, 2010",Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BAKMAL1605,NCT02992119,Malaria Vaccine Safety and Immunogenicity Study in Healthy Adults,"Safety and Immunogenicity Evaluation of the Malaria Vaccine, RTS,S/AS01, in Healthy Thai Adults",Recruiting,NA,March 2018,Anticipated,Anticipated,University of Oxford,"Lorenz von Seidlein, MD",Principal Investigator,Mahidol-Oxford Tropical Medicine Research Unit (MORU),Phase 2,Interventional,190,Anticipated,Malaria Vaccine,NA,All,18 Years,55 Years,Accepts Healthy Volunteers,University of Oxford,Other,"ClinicalTrials.gov processed this data on July 26, 2017",NA,NA,NA,NA,NA,Occurrence of serious adverse events,Occurrence of serious adverse events,NA,NA,NA,NA,"Hospital of Tropical Diseases, Faculty of Tropical Medicine, Mahidol University",29 days after last vaccination,6 months,The change of concentration of antibodies against Plasmodium falciparum circumsporozoite (anti-CS antibody) one month after the first dose,NA,NA,The change of antibodies against Plasmodium falciparum circumsporozoite (anti-CS antibody) one month after the second dose,The change of antibodies against Plasmodium falciparum circumsporozoite (anti-CS antibody) one month after the third dose,The change of antibodies against Plasmodium falciparum circumsporozoite (anti-CS antibody) at month six after first dose,NA,NA,NA,NA,"Occurrence of serious adverse events (SAEs) from the date of the first vaccination to 29 days after the last vaccination, according to the MedRA classification.",NA,NA,NA,NA,NA,NA,The change of antibodies against Plasmodium falciparum circumsporozoite (anti-CS antibody) at month two after first dose,NA,NA,NA,NA,NA,NA,NA,"Occurrence of SAEs during the whole study period, i.e. during a 6 month follow up period from the receipt of first vaccination, according to the MedRA classification.",1 months,"For groups 1 to 7, the concentration of antibodies against Plasmodium falciparum circumsporozoite (anti-CS antibody), one month after the first dose (at Study month 1).",2 months,"For groups 1 to 6, the concentration of antibodies against Plasmodium falciparum circumsporozoite (anti-CS antibody), one month after the second dose (at Study month 2)","June 4, 2017",Actual,3 months,"For groups 1 to 7, the concentration of antibodies against Plasmodium falciparum circumsporozoite (anti-CS antibody), one month after the third dose (at Study Month 3)",6 months,"For groups 1 to 7, the concentration of antibodies against Plasmodium falciparum circumsporozoite (anti-CS antibody), at six months after the first dose (at Study Month 6).",2 months,For group 7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
